,properIngredients,cuisine,pred_cuisine,check
4401,dried thyme paprika garlic cloves dried oregano red kidney beans ground black pepper hot sauce long grain brown rice celery ribs olive oil vegetable broth sausage ground cumin green bell pepper diced tomatoes scallion onion,cajun_creole,cajun_creole,True
25992,white pepper fish balls fish sauce rice noodles shrimp chicken broth water oil pork scallion,thai,vietnamese,False
4407,sugar kiwi fruits lime slices grate lime peel white chocolate strawberry whipping cream fresh lime juice,irish,mexican,False
4293,water salt roasted peanuts ground turmeric curry leaves cooking oil rice mustard seeds chana dal cilantro leaves lemon juice grated coconut urad dal green chilies onion,indian,indian,True
15753,curry powder garlic onion cooking oil salt boiling water black pepper potato tomato ketchup pepper meat thyme,jamaican,jamaican,True
21062,olive oil whipping cream grit salmon fillets dry white wine grated jack cheese caper half   half salt water butter garlic cloves,southern_us,italian,False
11360,rocket leaves ground black pepper cherry tomatoes Italian turkey sausage minced garlic pecorino romano cheese olive oil refrigerated fettuccine,italian,italian,True
20324,water chili powder salt green chilies chicken stock flour tortillas whipping cream rice onion olive oil butter salsa taco seasoning American cheese chicken breasts garlic cream cheese,mexican,mexican,True
35950,chile powder black beans balsamic vinegar garlic chopped cilantro fresh ground round kidney beans yellow bell pepper chopped onion tomato paste olive oil paprika salt ground cumin ground cloves cannellini beans stewed tomatoes white sugar,jamaican,mexican,False
17250,tomato pur e coriander powder heavy cream brown cardamom bay leaf ginger paste garlic paste capsicum salt cumin seed onion clove tumeric chili powder cilantro leaves lemon juice cashew nuts melted butter garam masala vegetable oil green cardamom cinnamon sticks chicken,indian,indian,True
7558,fresh ginger ground red pepper mustard seeds tomato sauce garam masala red wine vinegar chopped cilantro fresh fat free less sodium chicken broth pork tenderloin diced tomatoes canola oil garlic powder brown rice onion,indian,indian,True
27373,tomato sauce ground black pepper carrot parmesan cheese low fat part skim ricotta chees part skim mozzarella cheese egg whites frozen chopped spinach ground nutmeg jumbo shells,italian,italian,True
34517,dark soy sauce honey sugar garlic chinese rice wine hoisin sauce pork belly chinese five spice powder,chinese,chinese,True
16182,lime jalapeno chilies ancho powder olive oil chili powder cumin jack chicken breasts salt fresh cilantro tortilla red pepper flakes,mexican,mexican,True
25636,finely chopped onion salt butter bread flour shredded cheddar cheese buttermilk baking powder confectioners sugar,irish,southern_us,False
6844,artichoke hearts turkey salami fresh basil ground black pepper provolone cheese prosciutto mushroom minced garlic roasted red peppers,italian,italian,True
15037,coarse salt peanut oil ground black pepper all purpose flour Tabasco Pepper Sauce cayenne pepper buttermilk chicken,southern_us,southern_us,True
13255,white vinegar olive oil garlic mozzarella cheese vegetable oil fresh basil salt and ground black pepper anchovy fillets tomato eggplant all purpose flour,italian,italian,True
15346,cream of chicken soup salt pepper chicken breasts jalapeno chilies enchilada sauce tortilla cheese,mexican,mexican,True
1312,seasoning salt beer pepper purple onion celery ribs beef brisket garlic cloves water chili sauce,southern_us,mexican,False
25622,sugar baking soda dark rum vanilla extract chopped pecans lime juice large eggs butter all purpose flour lime rind banana baking powder salt fresh lime juice brown sugar fat free milk cooking spray sweetened coconut flakes light cream cheese,jamaican,southern_us,False
37769,french bread plum tomatoes fresh basil chees fresh mozzarella cooking spray prosciutto reduced fat mayonnaise,italian,italian,True
29053,italian plum tomatoes salt flat leaf parsley celery ribs extra virgin olive oil garlic cloves beef roast red wine chopped fresh sage bay leaf ground black pepper purple onion carrot,italian,italian,True
23935,water salt chicken bay leaves freshly ground pepper stone ground cornmeal all purpose flour fresh rosemary sea salt lard,southern_us,southern_us,True
12432,egg yolks warm water golden syrup vanilla extract milk,spanish,french,False
22071,egg milk vanilla grated orange peel unsalted butter orange juice powdered sugar ground nutmeg maple syrup ground cinnamon sugar croissant,french,french,True
30778,salt long grain white rice red kidney beans garlic cloves hot pepper thyme unsweetened coconut milk scallion,jamaican,jamaican,True
6485,fresh basil bay scallops bottled clam juice garlic cloves tomato olive oil shrimp penne whipping cream,italian,italian,True
29376,fish sauce lime juice cilantro leaves corn starch ground chicken wonton wrappers oil white sesame seeds sweet chili sauce sesame oil scallion ground white pepper water salt shrimp,chinese,chinese,True
600,unsalted butter country ham crust asparagus chopped garlic white bread heavy cream,southern_us,southern_us,True
39395,fat free less sodium chicken broth olive oil chopped celery carrot sweet onion ground black pepper garlic cloves dried thyme diced tomatoes fresh lemon juice water green lentil salt bay leaf,french,french,True
33687,olive oil haddock fillets salt milk potato cheese smoked salmon ground nutmeg butter all purpose flour salmon fillets ground black pepper green peas onion,british,british,True
30438,red chili powder plain yogurt potato paprika cilantro leaves garlic cloves fresh mint barley fresh tomatoes olive oil shallot purple onion cumin seed cucumber ground cumin green chile water flour cilantro yellow split peas lentil ground turmeric alphabet pasta sugar whole wheat flour brown mustard seeds salt oil green split peas,indian,indian,True
24293,avocado olive oil onion salt crushed red pepper sour cream sweet onion tortilla cilantro salsa pepper garlic powder paprika salt steak lime red pepper cheese green pepper,mexican,mexican,True
19058,bread olive oil potato garlic cloves fresh basil red cabbage vegetable stock onion green cabbage zucchini cannellini beans carrot celery ribs fresh tomatoes grated parmesan cheese chopped fresh thyme,italian,italian,True
36344,black beans garlic cloves queso blanco onion cooking spray corn tortillas fat free less sodium chicken broth salsa cooked chicken breasts,mexican,mexican,True
7649,chicken stock ground black pepper parsley salt thyme olive oil yoghurt garlic yellow onion white mushrooms baking soda baking powder leek tops carrot chicken thighs white wine bay leaves butter all purpose flour cinnamon sticks,southern_us,french,False
29003,cheese refrigerated crescent rolls,southern_us,italian,False
24309,ancho chili ground pepper quinoa salt lime juice green onions chopped cilantro fresh water ground black pepper red bell pepper black beans Spike Seasoning extra virgin olive oil ground cumin,mexican,mexican,True
19804,chopped tomatoes ground beef refried beans crescent rolls shredded cheddar cheese sliced black olives taco seasoning mix green onions,mexican,mexican,True
33886,hoisin sauce chinese five spice powder soy sauce shallot asian fish sauce sugar peeled fresh ginger garlic cloves honey rice vinegar,chinese,chinese,True
18114,corn salsa chicken breasts black beans,mexican,mexican,True
23023,ketchup pork and beans bacon onion yellow mustard lemon juice light brown sugar maple syrup,southern_us,southern_us,True
11901,green onions oil minced garlic salt sesame oil sesame seeds dried shiitake mushrooms,korean,korean,True
8424,water cumin seed fennel seeds cayenne pepper white sugar garam masala asafoetida powder ground ginger tamarind paste canola oil,indian,indian,True
9364,lime salt pepper diced red onions avocado cherry tomatoes corn grapeseed oil,mexican,mexican,True
32371,egg ground nutmeg whipping cream white pepper baking powder all purpose flour sugar whole milk salt parmesan cheese butter frozen corn kernels,southern_us,southern_us,True
17549,sugar diced tomatoes cucumber soy sauce rice vinegar toasted sesame seeds baby greens oil romaine lettuce grapeseed oil carrot,chinese,japanese,False
21711,reduced sodium soy sauce extra virgin olive oil honey uncle bens lemon juice brown sugar boneless skinless chicken breasts garlic sesame seeds ginger,japanese,chinese,False
30561,flour tortillas cream cheese picante sauce black olives green onions sour cream chopped green chilies shredded sharp cheddar cheese,mexican,mexican,True
13126,crushed red pepper flakes yellow onion feta cheese garlic chopped bell pepper extra virgin olive oil thin pizza crust herb salt,italian,italian,True
19082,tomato pur e vegetable oil chopped cilantro garam masala salt frozen peas garlic paste paprika onion potato bay leaf white sugar,japanese,indian,False
22797,milk Italian bread tomato paste extra virgin olive oil onion pancetta large eggs flat leaf parsley ground chicken garlic cloves,italian,italian,True
3387,Mexican cheese blend lean ground turkey salsa avocado flour refried beans taco seasoning,mexican,mexican,True
12107,milk lean ground beef salt mozzarella cheese egg yolks stewed tomatoes onion white wine olive oil butter all purpose flour pepper dried sage pasta shells dried rosemary,italian,italian,True
23094,olive oil all purpose flour onion caper chopped fresh thyme garlic cloves unsalted butter anchovy fillets olive water salt bay leaf,french,french,True
29384,whole grain dijon mustard freshly ground pepper whipping cream brandy salt dry white wine fresh lemon juice,french,french,True
7234,fish fillets olive oil fish stock onion pinenuts ground black pepper sweet paprika saffron threads minced garlic garden peas flat leaf parsley bread crumb fresh chopped tomatoes salt,spanish,spanish,True
4221,pinenuts garlic ground black pepper broccoli olive oil salt grated parmesan cheese orecchiette,italian,italian,True
11773,hot chocolate mix ground cinnamon cayenne pepper milk,mexican,mexican,True
15868,water salt tomato paste ground pepper oregano olive oil onion fresh dill green peas,greek,greek,True
6210,ground chipotle chile pepper corn tortillas Wish Bone Italian Dressing cabbage lime juice chopped cilantro fresh cod hellmann  or best food real mayonnais,mexican,mexican,True
29110,low sodium soy sauce water chestnuts salt carrot frozen whole kernel corn peeled fresh ginger dark sesame oil black pepper cooking spray rice vinegar tofu mushroom caps green onions garlic cloves,chinese,chinese,True
31907,angel hair prosciutto sliced mushrooms pepper grated parmesan cheese onion chili flakes asparagus heavy whipping cream olive oil garlic cloves,italian,italian,True
27365,calvados apple pear sugar golden raisins dried fig water dry white wine grated orange prune dried apricot grated lemon zest,spanish,french,False
15024,white vinegar potato vegetable oil ground allspice water shrimp paste salt ground turmeric lemon grass chile pepper candlenut ground ginger boneless skinless chicken breasts purple onion mustard seeds,thai,indian,False
30933,caper cinnamon onion red snapper olive oil fresh oregano lime garlic peeled canned low sodium tomatoes green olives jalapeno chilies bay leaf,mexican,mexican,True
39456,firmly packed light brown sugar biscotti ground cinnamon banana water butter vanilla ice cream dark rum,southern_us,southern_us,True
7362,hamburger buns sun dried tomatoes greek style plain yogurt ground turkey bread crumbs fresh lemon dried dill dried oregano frozen spinach pepper purple onion feta cheese crumbles egg minced garlic salt cucumber,greek,greek,True
18798,refried beans lean ground beef garlic cloves tomato sauce jalapeno chilies cilantro dried oregano shredded cheddar cheese chili powder green chilies cumin diced onions tortilla vegetable oil sour cream,mexican,mexican,True
26184,salt sugar active dry yeast melted butter all purpose flour,french,french,True
34028,sugar large eggs all purpose flour crystallized ginger vanilla extract semi sweet chocolate morsels vegetable oil spray coffee coffee beans pecan unsalted butter salt unsweetened cocoa powder,jamaican,italian,False
32547,yellow mustard seeds vegetable oil cardamom pods ground black pepper salt cinnamon sticks coriander seeds large garlic cloves cumin seed tumeric minced onion cayenne pepper baby back ribs,indian,indian,True
15347,green onions garlic ground beef soy sauce red pepper flakes gingerroot wonton wrappers firm tofu toasted sesame seeds vinegar ground pork kimchi,korean,korean,True
15385,water green onions dark sesame oil low sodium soy sauce ground black pepper green peas basmati rice fresh ginger vegetable oil cooked shrimp sake large eggs salt,chinese,chinese,True
29120,mayonaise bacon slices italian salad dressing mustard cheese slices Italian bread parmesan cheese mortadella plum tomatoes genoa salami romaine lettuce leaves pimento stuffed green olives,italian,italian,True
26151,dark brown sugar peanut butter milk cream cheese,southern_us,southern_us,True
5186,sesame seeds vegetable oil garlic cloves large egg whites boneless skinless chicken breasts sea salt gluten free tamari broccoli florets red pepper corn starch honey sesame oil scallion,chinese,chinese,True
15926,mint leaves chopped cilantro fish sauce stevia green cabbage crushed red pepper flakes sliced green onions lime juice salted peanuts,thai,thai,True
27464,Tabasco Pepper Sauce garlic fresh coriander ginger lemon juice red pepper tomato ketchup prawn Flora Cuisine onion,thai,chinese,False
21809,vanilla extract all purpose flour egg white sugar salt,italian,italian,True
4838,kosher salt tequila lager beer limeade concentrate lime,mexican,mexican,True
25065,water granulated sugar lemon milk lemon peel all purpose flour ground cinnamon unsalted butter wheat confectioners sugar large egg yolks large eggs ricotta,italian,italian,True
17237,fresh rosemary artichoke hearts finely chopped fresh parsley paprika plum tomatoes pepper sherry vinegar cannellini beans english cucumber celery ribs olive oil dijon mustard green onions roast red peppers  drain green olives garlic powder fresh thyme salt,italian,spanish,False
31939,French mustard gruyere cheese bread,french,french,True
14934,long grain rice water salt,chinese,mexican,False
7313,water salt chicken bouillon green peas chopped onion chopped cooked ham sliced carrots pearl barley black pepper chopped celery bay leaf,irish,french,False
869,unsalted butter all purpose flour caper vegetable oil dry white wine flat leaf parsley veal scallopini lemon,italian,italian,True
14474,quickcooking grits margarine water cheese vegetable oil cooking spray ground red pepper large eggs salt,southern_us,southern_us,True
16977,asparagus spears crumbled blue cheese salt evaporated milk cream cheese  soften,french,irish,False
33297,shredded cheddar cheese cooking spray chopped onion chicken broth chopped green bell pepper all purpose flour cooked turkey non fat sour cream ground coriander black pepper flour tortillas salsa,mexican,mexican,True
35444,tomato paste Mexican oregano all purpose flour smoked paprika chuck minced onion ground pork beer cornmeal water chili powder hot sauce meat drippings ground cumin beef stock garlic ground coriander unsweetened cocoa powder,mexican,mexican,True
3541,dough zucchini plum tomatoes kosher salt extra virgin olive oil yellow corn meal chees fresh mozzarella ground black pepper fresh basil leaves,italian,italian,True
28401,egg substitute chopped fresh thyme salt thyme sprigs cooking spray bacon slices reduced fat swiss cheese mushroom    low fat milk chopped onion ground black pepper butter ciabatta,italian,french,False
19630,ground black pepper kalamata water lemon pasta shells caper white italian tuna in olive oil extra virgin olive oil artichoke hearts Italian parsley leaves salt,italian,italian,True
1100,curry leaves cilantro leaves corn flour cauliflower fresh ginger oil water green chilies onion fennel seeds salt gram flour,indian,indian,True
39549,frozen whole kernel corn diced tomatoes with garlic and onion cajun seasoning garlic cloves boneless skinless chicken breasts okra lima beans,cajun_creole,cajun_creole,True
30460,egg milk butter chocolate bars baking powder white chocolate egg yolks puff pastry sugar flour condensed milk,brazilian,mexican,False
17791,white vinegar bay leaves onion garlic powder boneless beef chuck roast tomato sauce chili powder ground black pepper salt,mexican,mexican,True
39079,condensed soup shredded cheese pasta salt boneless chicken breast pepper broccoli,italian,italian,True
11898,vegetable oil pork butt water diced tomatoes ground cumin white onion dri oregano leaves  crush knorr tomato bouillon with chicken flavor cube hominy garlic,mexican,mexican,True
3982,mint leaves oil salt wheat flour,indian,indian,True
9808,cayenne coarse salt coconut milk coriander seeds vegetable oil gingerroot salmon fillets bell pepper large garlic cloves onion tumeric seed white wine vinegar ground cumin,indian,indian,True
14900,lime oil sugar red grape salad steamed rice beansprouts red chili peppers beef rump steaks,thai,korean,False
33902,tomato bay leaves ham baby lima beans purple onion boneless chicken skinless thigh chopped fresh thyme olive oil garlic cloves,spanish,southern_us,False
24068,olive oil italian seasoning green bell pepper Italian turkey sausage ground fennel low fat cheese cooked brown rice onion,italian,italian,True
25502,beef consomme garlic cloves brown sugar sesame oil broccoli florets corn starch soy sauce boneless beef chuck roast,chinese,chinese,True
5652,chicken stock dried thyme file powder hot sauce bay leaf andouille sausage cayenne bacon okra bone in skin on chicken thigh green bell pepper ground black pepper flour yellow onion cooked white rice kosher salt whole peeled tomatoes garlic celery canola oil,cajun_creole,cajun_creole,True
22311,curry leaves salt mustard seeds asafoetida curd split black lentils oil cooked rice green chilies coriander,indian,indian,True
28011,extract jello hot water sugar corn starch mochiko,japanese,japanese,True
34349,water masa harina salt,mexican,mexican,True
30889,ground black pepper sliced mushrooms marsala wine salt boneless skinless chicken breast halves olive oil all purpose flour dried oregano butter cooking sherry,italian,italian,True
39638,ice cubes tequila strawberry white sugar basil leaves orange liqueur lemon juice,mexican,mexican,True
23160,edible flowers vegetable oil orange zest sugar baking powder cake flour buttercream frosting kumquat salt cream of tartar large eggs fresh orange juice,southern_us,southern_us,True
14957,sugar butter confectioners sugar egg vegetable oil salt milk raisin yeast brown sugar cinnamon all purpose flour,british,cajun_creole,False
12204,large eggs all purpose unbleached flour baking powder salt whole milk cracked black pepper unsalted butter chopped fresh thyme,southern_us,southern_us,True
6907,chicken legs water fresh thyme leaves freshly ground pepper onion fresh oregano leaves parmesan cheese salt crouton green bell pepper olive oil diced tomatoes garlic cloves spaghetti chicken broth white wine bay leaves fresh mushrooms carrot,italian,italian,True
27454,half   half vanilla extract firmly packed brown sugar chopped pecans butter,southern_us,southern_us,True
3300,black pepper dried basil boneless skinless chicken breasts all purpose flour water unsalted butter onion powder frozen peas and carrots kosher salt garlic powder baking powder poultry seasoning chicken broth milk flour butter dried parsley,southern_us,southern_us,True
9131,sweet cherries salt white sugar skim milk egg whites confectioners sugar unsalted butter all purpose flour vanilla beans heavy cream kirsch,french,french,True
25541,grape tomatoes orange bell pepper purple onion european cucumber kalamata dried oregano sugar feta cheese red bell pepper olive oil yellow bell pepper,greek,greek,True
18937,sugar peaches in heavy syrup,southern_us,southern_us,True
21125,ice cubes salt lime fresh lime juice lime juice tequila triple sec,mexican,mexican,True
14792,basa fillets salt Thai red curry paste oyster sauce vegetable oil rice vinegar fish sauce cornflour lime leaves,thai,thai,True
6357,ground round pepper garlic frozen chopped spinach tomato sauce egg whites nonfat ricotta cheese dough vegetable oil cooking spray grated parmesan cheese nonfat cottage cheese fennel seeds bread crumbs reduced fat provolone cheese,italian,italian,True
26063,sugar green onions ground pepper garlic cloves rib eye roast onion soy sauce oil,korean,korean,True
22574,light cream champagne salt seedless cucumber scallion sea bass fillets,french,french,True
2127,sugar chopped garlic thai chile water fish sauce fresh lime juice,vietnamese,vietnamese,True
2045,kosher salt lime meat Mexican beer garlic garlic cloves onion orange jalapeno chilies queso fresco cilantro salt corn tortillas cumin pepper olive oil chili powder diced tomatoes purple onion smoked paprika oregano avocado fresh cilantro green onions russet potatoes cheese cayenne pepper chipotle chile powder,mexican,mexican,True
4179,tomato paste grated parmesan cheese garlic onion olive oil whole wheat bread ground turkey tomato whole milk salt dried oregano large eggs crushed red pepper flakes fresh parsley,italian,italian,True
14420,egg mirin seaweed dashi daikon soy sauce green onions shiitake soba noodles,japanese,japanese,True
24115,extra virgin olive oil red bell pepper baguette artichoke garlic prosciutto provolone cheese,italian,italian,True
8152,basil pesto sauce diced tomatoes baby spinach leaves angel hair sour cream,italian,italian,True
7811,pork cooking oil soba noodles sake dashi ginger toasted sesame seeds light soy sauce shallot carrot sugar mirin garlic cabbage,japanese,japanese,True
23943,kosher salt fish stock filet cooked white rice palm oil thai basil garlic fresh lime juice olive oil cilantro coconut milk plum tomatoes cuban peppers ground black pepper yellow onion medium shrimp,brazilian,thai,False
10331,scallion greens bell pepper turkey meat dried oregano jack cheese vegetable oil fresh lime juice corn tortilla chips jalapeno chilies sour cream ground cumin black beans garlic cloves chopped cilantro fresh,mexican,mexican,True
30832,tomato ground pepper garlic cloves cider vinegar fresh oregano olive oil mixed greens fresh basil salt,italian,italian,True
35033,sugar semisweet chocolate water hot water instant espresso granules whipped topping cream of tartar large egg whites unsweetened cocoa powder,french,italian,False
4978,olive oil cannellini beans salt sausage casings grated parmesan cheese garlic green beans pepper low sodium chicken broth pasta shells onion celery ribs swiss chard tomatoes with juice carrot,italian,italian,True
4466,shiitake vegetable oil garlic beansprouts soy sauce jalapeno chilies ginger oyster sauce char siu curry powder green onions rice vermicelli shrimp chicken broth granulated sugar hot chili paste yellow onion celery,chinese,chinese,True
23729,angel hair heavy whipping cream cajun seasoning green onions cooked shrimp butter,cajun_creole,cajun_creole,True
2300,cayenne salt corn starch tomato paste brown rice low fat yogurt coconut milk boneless skinless chicken breasts sauce ginger root garam masala cilantro garlic cloves onion,indian,indian,True
20300,radish purple onion fresh coriander vegetable oil ground lamb plain yogurt mango chutney fresh lime juice coriander seeds paprika ground cumin,indian,indian,True
36997,peach lemon egg flour all purpose flour unsalted butter salt sugar ice water,southern_us,southern_us,True
19263,chicken stock tomatillo goat cheese serrano chile ground black pepper garlic onion fresca sea salt mexican chorizo avocado vegetable oil capellini chopped cilantro fresh,mexican,mexican,True
9062,salt white sugar dry white wine Italian bread extra virgin olive oil onion chicken broth cinnamon sticks,italian,italian,True
34872,pearl onions chicken breast halves pitted olives dried rosemary chicken stock potato green peas fresh mushrooms dried thyme butter salt pepper dry white wine garlic pimento stuffed green olives,italian,italian,True
9041,honey thyme sprigs pecan ground black pepper feta cheese kosher salt lavender,greek,french,False
28335,water salt seed coriander papad oil chili powder,indian,indian,True
15951,large garlic cloves oil black pepper bacon spaghetti grated parmesan cheese salt heavy cream onion,italian,italian,True
5767,slivered almonds date dried apricot couscous unsalted butter vegetable broth ground cinnamon golden raisins,moroccan,moroccan,True
38926,fresh cilantro salt light coconut milk oil Thai red curry paste scallion fish sauce garlic shrimp,thai,thai,True
2082,sweet italian sausag links  cut into extra virgin olive oil broccoli rabe garlic cloves,italian,italian,True
12676,fish sauce garlic cloves lime juice white sugar water chilli rice vinegar,vietnamese,vietnamese,True
12123,green onions peanut oil low salt chicken broth sugar ginger garlic chili sauce large shrimp cooked rice dry sherry garlic cloves red bell pepper soy sauce crushed red pepper corn starch,chinese,chinese,True
35668,jack cheese meat hot sauce green chile minced onion garlic olive oil chili powder ground cumin tomato sauce flour tortillas shredded pepper jack cheese,mexican,mexican,True
8816,salami olive oil low moisture mozzarella biscuit dough parmesan cheese italian seasoning,italian,italian,True
34455,chopped celery tomato sliced green onions basil mayonnaise cooked shrimp,southern_us,cajun_creole,False
24064,enchilada sauce chopped onion chicken tortilla sour cream shredded cheese,mexican,mexican,True
18233,almond extract slivered almonds white sugar egg whites,italian,italian,True
26418,egg ear of corn cinnamon sweetened condensed milk baking powder coconut milk melted butter salt,brazilian,southern_us,False
12014,pasta sauce chicken zucchini parmesan cheese bow tie pasta,italian,italian,True
19374,pepper green onions garlic cloves fresh basil parmesan cheese pea olive oil balsamic vinegar fresh lemon juice french baguette grated parmesan cheese salt,italian,italian,True
37714,dashi firm tofu miso water scallion,japanese,japanese,True
8495,nacho chips cream cheese monterey jack milk purple onion chopped cilantro deveined shrimp sour cream jalapeno chilies mild cheddar cheese plum tomatoes,mexican,mexican,True
20777,pepper field peas bacon slices water onion fresh spinach salt,southern_us,southern_us,True
3937,ditalini rosemary sprigs crushed red pepper clam extra virgin olive oil garbanzo beans garlic cloves,italian,italian,True
16865,freshly grated parmesan vegetable broth semi pearled farro fresh oregano lemon salt tomato sauce extra virgin olive oil onion,italian,italian,True
4074,soy sauce garlic ground white pepper canola white fleshed fish chili flakes ginger scallion kosher salt cilantro leaves fermented black beans,chinese,chinese,True
22199,dried thyme shallot water quickcooking grits salt hot pepper sauce vegetable oil corn kernels green onions,southern_us,southern_us,True
30277,solid pack pumpkin ground nutmeg wonton wrappers all purpose flour fat free milk cooking spray salt hazelnut grated parmesan cheese cheese sage bread crumbs ground black pepper butter corn starch,italian,italian,True
14943,soy sauce large eggs peanut oil chopped cilantro fresh fish sauce lime ancho powder red bell pepper sambal ulek sugar pea rice noodles scallion brown sugar unsalted roasted peanuts garlic fresh lime juice,thai,thai,True
24084,olive oil baking powder fine sea salt flat leaf parsley dough large eggs all purpose unbleached flour kale leaves pancetta ground black pepper pecorino romano cheese yellow onion sugar cake garlic ricotta,italian,italian,True
23892,whole milk large egg yolks bittersweet chocolate heavy cream granulated sugar unsweetened cocoa powder,italian,french,False
16361,unsalted butter cognac salt onion heavy cream chicken livers chicken broth ground allspice,french,french,True
9894,tasso Crystal Hot Sauce bay leaves light corn syrup purple onion chopped parsley white vinegar kosher salt flour heavy cream garlic cumin seed jumbo shrimp jalapeno chilies red wine vinegar yellow bell pepper creole seasoning black peppercorns unsalted butter shallot crushed red pepper flakes pickled okra canola oil,cajun_creole,cajun_creole,True
1089,tomato water cooking oil ground coriander tumeric ground black pepper garlic onion brown sugar fresh ginger jalapeno chilies lemon juice unsweetened coconut milk sole fillet cayenne salt ground cumin,indian,indian,True
22008,cream balsamic vinegar bicarbonate of soda unsalted butter vanilla extract egg caster sugar date brown sugar self rising flour,british,british,True
9766,white vinegar seedless cucumber ginger mustard seeds fennel seeds vegetable oil cumin seed chopped garlic red chili peppers floret carrot cauliflower coriander seeds dark brown sugar ground turmeric,indian,indian,True
8647,chopped tomatoes shredded pepper jack cheese sour cream cream green onions taco seasoning onion green chile flour tortillas beef broth ground beef refried beans butter enchilada sauce chopped garlic,mexican,mexican,True
35184,merlot sugar orange rind whipped topping tangerine juice clove cinnamon sticks,italian,spanish,False
13934,horseradish beet cider vinegar salt sugar,russian,russian,True
24945,brown sugar paprika center cut loin pork chop minced ginger salt minced garlic crushed red pepper sliced green onions cooking spray ground coriander,vietnamese,indian,False
23220,whole peeled tomatoes green beans garlic chicken meat dried oregano chopped green bell pepper chopped onion,italian,mexican,False
1848,minced garlic chili powder salsa ground cayenne pepper ground cumin green bell pepper flour tortillas shredded sharp cheddar cheese smoked paprika fresh lime juice chicken broth boneless chicken breast lime wedges yellow onion sour cream black pepper guacamole salt red bell pepper dried oregano,mexican,mexican,True
15198,shortening salt butter sugar all purpose flour yellow corn meal apple cider,southern_us,southern_us,True
16040,fish sauce skinless chicken breasts bamboo shoots palm sugar red bell pepper water oil red curry paste coconut milk,thai,thai,True
35508,red chili peppers papaya shallot cucumber brown sugar minced garlic yardlong beans salted roast peanuts fish sauce Vietnamese coriander thai basil cilantro root mango chile lime peeled fresh ginger baton,vietnamese,vietnamese,True
38750,shredded cheddar cheese corn oil all purpose flour cream style corn buttermilk onion baking soda baking powder cornmeal egg jalapeno chilies salt,mexican,southern_us,False
21210,water unsweetened cocoa powder sugar salt vanilla glutinous rice boiling water,filipino,mexican,False
22974,olive oil cracked black pepper half   half grated nutmeg large eggs salt frozen chopped spinach chopped fresh thyme onion,italian,italian,True
34715,chili flakes soy sauce ginger fish sauce steamed rice gai lan lemongrass brown sugar chicken thigh fillets,thai,thai,True
12298,kosher salt garlic couscous ground cinnamon apricot halves all purpose flour ground cumin ground ginger pitted green olives lamb shoulder onion black pepper paprika carrot,moroccan,moroccan,True
25360,fresh ginger yellow onion ground turmeric salt garlic cloves ground cumin baby spinach cayenne pepper canola oil plain yogurt beef broth leg of lamb,indian,indian,True
12629,large egg whites paprika fresh parsley reduced fat cheddar cheese cooking spray salt large eggs purple onion black pepper baking potatoes garlic cloves,italian,french,False
29399,walnut halves extra virgin olive oil thyme sprigs caper balsamic vinegar calimyrna figs bread water toasted walnuts cracker pitted kalamata olives chopped fresh thyme soft fresh goat cheese,french,french,True
35073,warm water cilantro sprigs onion vegetable oil tamarind concentrate coconut black mustard seeds serrano chile tumeric coarse salt fillet,indian,indian,True
25565,kaffir lime leaves olive oil sesame oil cilantro leaves shrimp homemade chicken stock unsalted butter garlic scallion celery soy sauce shallot oyster mushrooms carrot noodle fish sauce shiitake ginger rice vinegar coconut milk,thai,thai,True
2284,soy sauce leek cinnamon ground black pepper rice wine star anise chicken stock jalapeno chilies vegetable oil roasting chickens shiitake chinese noodles ground sichuan pepper,chinese,chinese,True
13978,sausage links ground black pepper fresh parsley leaves olive oil ricotta cheese kosher salt marinara sauce won ton wrappers shredded mozzarella cheese,italian,italian,True
19500,mozzarella cheese ground beef pasta sauce basil spaghetti pepper onion tomato sauce salt oregano,italian,italian,True
10012,frozen chopped spinach large egg whites finely chopped onion cooked chicken ham black pepper fresh parmesan cheese cooking spray salt chicken stock olive oil reduced fat milk large garlic cloves manicotti dried basil ground nutmeg ground red pepper all purpose flour,italian,italian,True
13717,olive oil salt chopped cilantro minced garlic Anaheim chile pinto beans ground cumin chicken stock ground black pepper pink beans onion water lime wedges ground turkey,mexican,mexican,True
38116,melted butter chopped cilantro garlic naan,indian,indian,True
4762,olive oil salt garlic bulb butter parmesan cheese all purpose flour pepper whipping cream,italian,italian,True
13081,milk apricot preserves heavy cream sugar corn starch,italian,british,False
14848,pitted kalamata olives white wine vinegar paprika fresh parsley tangerine cayenne pepper butter lettuce extra virgin olive oil ground cumin,moroccan,french,False
27665,salad seasoning mix purple onion italian salad dressing red wine vinegar sliced mushrooms parmesan cheese sausage green olives diced tomatoes spaghetti,italian,italian,True
18799,water salt ox tongue butter onion ground black pepper white mushrooms condensed soup garlic,filipino,filipino,True
20330,duck fat ground black pepper duck,french,french,True
22768,sake water konbu baby bok choy daikon sugar mirin frozen edamame beans soy sauce scallion,japanese,japanese,True
20675,taco shells vegetable oil chopped cilantro fresh ground round shredded reduced fat cheddar cheese     less sodium taco seasoning mix green bell pepper chili pinto beans romaine lettuce frozen whole kernel corn onion,mexican,mexican,True
